author_id,tweet,annotator_0,annotator_1,annotator_2,label
948622073844457472,You have to be fucking kidding right #China ?!?!? Did you not learn the lesson in January that how many people can one bat kill ? Not only is it morally wrong to eat animals like cats and dogs but the hygiene in this markets are low #fuckoffchinesewetmarkets https://t.co/2DsaBRjvJY,1,1,1,1
1008912883,"#China go to hell....
#ChineseProductsInDustbin
#WeWillCrushChina",1,1,1,1
43663834,"Sorry Tedros, The ""enermy against humanity"" is not the virus itself. China is. 
#China
#ChinaLiedPeopleDied 
#evilchina
#tiktokmyass",1,1,1,1
849197646,"#China beware the Lion will be roaring tomorrow at 4 pm #IST 

#ChinaGetOut #Narendermodi #ModiStrongestPmEver #GalwanValleyFaceOff  #GalwanValley #IndiaPushesBackChina #IndiaFirst #IndiaWillPunishChina #Trump #AmericaFirst #ChinaWingsClipped #ChinaFacesIndia #LivesMatter",1,1,0,1
1202938165998211072,We Chinese people don‘t want to hurt anyone in the world. But some bitches in our country is so bad that we can stop them from doing wrong things. Our government is trying their best to fight for the victory. Pray for #China  Pray for #Wuhan . Thanks for all of you,1,0,0,0
3255171056,"Just like Pakistan is Home of terrorism in the world,
China is Home of duplicate products in the world.
#BoycottChina #China #ChinaUsesNepal #chinaindiaborder #ChinaLiedAndPeopleDied #ChineseVirus #ChinaMustPay #FreeHongKong #freetibet #ladakh",1,1,0,1
1222536756123389952,"Hard nemesis with this barbaric action!
#crowna
#nastywoman
#fuckingcrazychina
#china
#bulshit https://t.co/yt4XIxGiOE",1,0,0,0
4108559313,"May god spare all of us from these hidden Monsters🙏🏼

They are their half way to end humanity.

#China #COVIDIDIOTS #COVID 
 #Hantavirus",0,0,0,0
908374584927313920,"#Taiwan proof that #WHO is nothing if #China is controlling it.#CCP always plunder our world,but ironically,#CCP cannot hold it for a long time because she is too stupid and envil.God bless #HongKong 
#Wuhan #WuhanVirus #ChinaCoronaVirus #PrayForChina #StandwithHK",0,0,1,0
1159173766494081024,"“One country two systems” is a lie. CCP is a bunch of shitty ass murderer who shouldn’t ever be trusted. Burn those motherfucker to the ground
#CCPLiedPeopleDied 
#FreeHongKong 
#OneCountryTwoSystemsIsDead 
#fuckccp
#BoycottChina  
#HongKong 
#china 
#CCP_is_terrorist 
#CCPChina https://t.co/O03w6G1MCO",1,0,1,1
904286521716379648,#China is watching America burning &amp; saying we will stick to #Communism #FuckDemocracy #AmericaBurning #CopsKillingBlacks #GoAndVote Lazy ass #MAGA,0,0,0,0
82126521,Coronavirus-Positive Woman Faces Up To 7 Years in Prison for Allegedly Hiding Symptoms To Board Flight https://t.co/MzRemTRDZ8 #KAG #MAGA2020 #FakeNewsMedia #Democrats #CoronaVirusUpdate #KAG2020 #LiberalismIsAMentalDisorder #MAGA #China #ChineseVirus,1,0,0,0
219274563,". . . and they should be concerned - #china is unlikely to honour #whitePrivilege

#Dumb #Straya - Only #America and #UK are allowed to exploit us.

https://t.co/QubPmFMjtx

#auspol #yobboland #tradiesville #redsUnderTheBeds #CommieBastards #BowLeggedYellowSkins",0,0,0,0
204182732,Support me at Redbubble #RBandME:  https://t.co/A9R2UmbmTp #findyourthing #redbubble cute pug #pug #chinesepug #dutchbulldog #dutchmastiff #minimastiff #mops #china #dog #pet #akc #dutch #bulldog #mastiff #miniature #molossian #toydogs  #love #cute #cafepress #zazzlemade #MaskUp,0,0,0,0
4650621614,Some Illiterate hypocrites condemning the Chinese economic domination are making Tik Tok from their chinese cell phones is a next level of idiotism! #Tiktok #china #chinesebullying #tiktokdown #tiktokban #shiftthetrade #MakeInIndia,0,0,0,0
23918227,"#china you messed up the American economy, now can you please release the antidote so we can go along with our lives.

#COVID19 #ChinaMustPay #ChinaLiedPeopleDie #ChineseVirus #coronavirus #Covid_19 #CoronavirusOutbreak",1,1,1,1
824565311437410304,"A British model has been removed from a pageant website after she slammed China over the COVID-19 outbreak when she said “Fk the chinks”, the country is “over populated” as well as they “all look alike”
https://t.co/xkJ1l0JsLm
#covid19 #China",0,0,0,0
290867642,"#China is nothing but a #BigBULLY
If they think they will get away by suppressing #Taiwan , then they have another thing coming.
#GetLostchina
#Boycottchina #nomorechinneseproducts #boychineseproducts
#SayNoTochina
#supportTaiwan
#FckChnz
#chineseMafia",1,1,1,1
1061904873153687552,#china #chinese #newyear Go back to your virus pandemic country!Japanese never welcome to come to Japan during Chinese New Year with fucking virus!,1,1,0,1
4797438518,"If the world doesn't come together to boycott China completely then We might see another pandemic in next 2 or 3 or maybe 5/10years.

But we surely see another pandemic from China. 

Its high time. Ban china save human life.
 
#boycottchina #China",1,1,1,1
1711928202,"This is how #Chinese corrupted companies r killing the world.

Bad governments,bad companies of ur country are complicit in #China’s crimes against humanity.they kill u 4money.the best way 2protect urself is stop buying Chinese goods.
#ChinaMustExplain #Covid
#ChinaLiedPeopleDied https://t.co/Fnm2j9NG4O",1,1,1,1
944773010904399872,"What a tremendous #BusinessPlan!

1) Create a virus
2) Export the virus
3) Sell merchandise to the world to fight that virus.

Well done #China. You ought to be boycotted by the world!

#ChineseCunningEvilGenius

#CCPVirus
#BoycottChina 
#BoycottChineseProducts",1,1,0,1
827225391647563776,"#China, get the fuck out of Iran... We will kick your ass if you come here! #No2IRChinaTreaty 

#ChinaVirus",1,1,1,1
1229121786010161152,"The least Modi can do is fire the motormouth CDS Rawat and the totally incompetent NSA Doval Bond. 
The death of 20 of our bravehearts is just on these two good for nothing scums. #indiachinastandoff #China",1,0,0,0
6704212,"How long will the world continue to tolerate the the evil #CCP #China destroying different cultures, bullying other countries, murdering people, and spreading virus and pollution? Isn't it about time to eliminate them? #UK #USA #France #Germany #Japan #Korea #Italy #Spain #India",1,1,1,1
223858619,"#China back off from #Tibet and #FreeTibet .
Tibet has always been a part of #India and will remain so. 
@globaltimesnews @ChinaDaily @XHNews 
Indian doesn’t share any border with 🇨🇳.
Stop your #BeltandRoad in #POK .

#BoycottChineseProducts #BoycottChina #TaiwanIsNotChina",0,0,0,0
4707642049,During this #pandemic we learned how to #survive without #Chinese products. Time hv come 2 the #world 2 #BoycottChina we must unite now 🙏🙏 #ChineseVirus #COVIDー19 #ChinaLiedAndPeopleDied #China #MakeChinaPay #WuhanVirus #CCPVirus #Chinamustfall @realDonaldTrump @narendramodi,1,1,0,1
1041084189867556864,Soon We won’t owe China back any money our National debt will be gone considering China has a pandemic cleansing every 2 months. #chinesflu #china  #chinesSwineFlu2,1,1,0,1
4859061252,"#China get out of Indian territories or you will face the Indian wrath.
China think rationally ... It seems you are getting lunatic China.
We are already stopping to buy everything Chinese. Probably complete Economic boycott of China is coming from Indians.
#GetOutChina",1,1,0,1
1256971621375414272,#china showed their fox minded by war with #India and our @adgpi showed those fox minded people that we can still fight.. But also sad that 20 soldiers are being killed by those fox #RIPSoldiers,1,1,0,1
4804172133,#COVID2019 God was fare to be since He gave us free oxygen (air) to breath and I have been a life all this time until some monsters from #china polluted it badly. Whoever released this #ChineseVirus19 should go to hell. Stop eating everything that moves. #Covid19Out,1,1,0,1
29972407,#Mickey #mouse #wars of #chinks with #pandies Making sense of #India #China #confrontation at #galwan: https://t.co/riGHuoQv9P,1,1,0,1
42090137,"I don’t believe a single lie that comes out of #China.  Especially in fuckin #Wuhan where these assholes let this shit loose on the word.  
#ChinaLiedPeopleDied

Stop the Wildlife Trade: Wuhan officially bans eating wild animals | The Independent https://t.co/pImeoMJSjY",1,1,1,1
795188906719199232,"#China has no friend in entire universe except two terrorist nation..
#Pakistan n #northkorea 

#ChinaLiedPeopleDied #ChinaVirus 
#ChineseVirus #ChinaGetOut 
#FreeHongKong #FreeTibet",1,1,0,1
269636080,"The world got very lazy in letting #China build manufacture stuff!
Now the world is waking up to #ChineseCommunistParty &amp; it's agenda!
Let us hope we DO NOT get lazy again!
@ScottMorrisonMP 
Lets start building &amp; making stuff back here in Australia 👍
And China can Fuck Off!",1,1,1,1
1261745693657427968,"#CHINA #attack #USA #AGRICULTURE
China is our enemy more than decades,America wake up ,NOW CHINA ATTACKS OUR AGRICULTURE! Cautious!!
CHINA SENT THOUSANDS SEEDS TO PEOPLE by MAIL.
 They will destroy OUR AGRICULTURE forever @WhiteHouse @cnnbrk @realDonaldTrump @BBCBreaking",1,1,1,1
1273301296422871040,"GET LOST FROM INDIA 
#@#@#@ GO BACK TO F@#ing CHINA....
@Xiaomi @MiIndiaSupport @realmemobiles @Vivo_India @oppo @Huawei 
#BoycottChina #BoycottChineseProducts #BoycottChineseProduct #BoycottMadeInChina #China #ChinaGetOut #shijingping #hatechina",1,1,1,1
331322118,"Something Close to Genocide Going On in China's Xinjiang, They're Shaving Heads of Uighur Women for Hair ... #InvasionistChina #ExpansionistChina #ChinaVirus
#ChinaTaiwan #ChinaLiedPeopleDied #China  https://t.co/OxalXqAYkz",1,0,0,0
101803418,"All countries need to help #HongKongProtesters leave the country before the #Chinesegovenment stop them from leaving, locking them all up or even killing them under the #China new #hippopotamusShit security laws.

#FreeHongKong 

#HumanRights

#FuckChina",1,1,1,1
161706048,panqueques chinos = cong you bing [spn / mandarin / english] chinese pancakes #china #hikikomori #stonybrookalum #scccalumni #remotelearning #tefl #toefl #goielts #esl,0,0,0,0
1277903135495688192,If #Democratic country wants destabilise #CCP and #China nazis government then we have to start boycotting Chinese products. It will not only see an economic collapse but also a social and even national collapse. #bycottchina #bycottchineseproducts #BYCOTTMADEInCHINA #bycottchina,1,1,1,1
2357780287,"#ChineseArmy is coward can't beat #India like in 1962, #China must not dare to fight against India otherwise will be destroyed forever #Chinaistraitor #ChinaMustFall #Chinamustpay #Chinesevirus  #PunishChina #KillChina @ChinaDaily @globaltimesnews @XHNews @PDChina @chinaorgcn",1,1,1,1
1096351636333780992,Eat my dick son of fucking bitches!!! #coronavirus #Hantavirus #China #ChineseVirus #chinesefood,1,1,1,1
941394520947638272,"Nipa virus,  Corona Virus, Bubonic plague, unknown pneumonia, brucellosis...what next from China 🐉 Stay away from Chinese products for your Kids, family, neighbours, country. 
#china
#ChineseVirus 
#chineseculture 
#nukechina 
#ChinaVirus",1,1,1,1
1069778585886560256,Xi Jinping is a cunt #FuckChina #ChinaLiedAndPeopleDied #COVID19 #Wuhan #WuhanVirus #China,1,1,1,1
870257339378540544,Heartbroken for #italy &amp; #spain. Hope you filthy animals in #china are happy with yourselves. You are somehow the most unhygienic scums on the planet &amp; are the sole reason for every pandemic we have ever faced. WIPE CHINA OFF THE MAP.,1,1,1,1
2736287014,"#China we Iranian people hate you and #CCP! You are digging a mass grave for your soldiers if you dare to come to my country #Iran! Study our history, we will never let outsiders inside you f..ing a...holes #No2IRChinaTreaty",1,1,1,1
1175629624715296768,"After creating conflicts in India, Nepal, Now #China has claimed a large part of the land of #BHUTAN. CHINA MUST BE STOPPED!! #IndiaPushesBackChina @narendramodi @adgpi @IAF_MCC @AmitShah @rajnathsingh @PMOIndia #ChineseSpokieModi",0,1,0,0
1236053507012247552,"China is a mother fucker 
China is a mother fucker 
China is a mother fucker 
China is a mother fucker 
China is a mother fucker 
China is a mother fucker 
China is a mother fucker 
#China is a mother fucker
#ChineseVirus #ChineseVirusCorona 
#Hantavirus 🖕🖕🖕 https://t.co/fQozQsBtxH",1,1,1,1
90773809,KEEP THIS SHIT IN YOUR OWN COUNTRY!!! STOP SPREADING THIS! #China #ChinaVirus #coronavirus https://t.co/ZrmAxAVEQr,1,1,0,1
3399802643,"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1,1,1,1
123818454,How can China oppose 1. Ladakh’s Status as Union Territory 2. India’s upgrading of infrastructure on OUR SIDE OF BORDER .. Downright scumbags .. #China,1,1,0,1
15692273,"🇺🇸
don't take that fucking vaccine
Those smart ass #Communist have put a fix in each dose to make every American purchase more and more fucking Made In #China shit
Please
don't take the shot
Americans keep purchasing all that shit and Communist just buy more of your #ignorant ass",0,1,0,0
989677581103521792,"#Woke White People dictating to non caucasian persons what is racist and what is not... define irony 

America was sleeping for decades while China and #GeorgeSoros installed the marxists into our schools and govt.

Thank you #CCP #China

#WakeUp #TheGreatAwakening #WWG1WGA",1,0,0,0
161662144,"We are still Fighting, Imposing Punishments But #China Survived the deadliest #Corona.The Real Joke is China Buying Companies in Europe n America.When they are ready to Kill their Own Mother,Neighbour is Just a Thing. 
#GlobalBanOnCHINA
#BoycottChina 
#ChineseVirus19",1,1,0,1
115188272,"Sorry not interested in covid china...At all(middle finger) @globaltimesnews @CGTNOfficial 
#BanChineseProducts 
#IndoChinaFaceoff 
#fuckoffchina 
#chinaiscorona
#Covid_19 #Wuhan #ChinaGetOut #chinaindiaborder #ChinaMustBeTamed #ChinaUsesNepal #china",1,1,1,1
1941177384,#Fuck china 😡😠. #dont give and take #Imports #exports. From #Fucking #China. #Fuvk that. Ass holesss. In to. Pieces 😒😏. Fuck #China fuck https://t.co/znwwjCAXPH,1,1,1,1
187402361,Full lockdown everywhere and fucking #CHINA ilegally fishing in argentinean seas #fuckyouchina #BoycottChina,1,1,1,1
3399802643,"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1,1,1,1
26616813,A reminder that the #SuperBowl draws #sextrafficking like no other event. What happened to #Kraft &amp; the #magamadame from #China? A sickening slide backwards for #women &amp; girls  &amp; another victory for predators. #predatorbowl  https://t.co/rZVs5oUjej,0,0,0,0
327248975,"#China #CCP is such a pain in the ass. Stop harassing the countries around you. Your great wall is good! Use it! Stay inside! 
#StopMekongDam #CCPVirus #WuhanVirusMadeInChina #Hongkong #Taiwan #nnevvy #MilkTeaAlliance",1,1,1,1
4827720275,From the people who brought you #COVID19 #coronavirus we bring you https://t.co/ERIXQL1AIr #ChinaMustExplain #Yulin. Shame on you #China #Whycantheworldnotstopyulin? Why can the world not #BanWetMarkets? #China has nearly destroyed the #world with a #pandemic. Stop the #barbarity,1,1,0,1
2572072189,"Can y'all please give me time to get the Hell out this Country before Y'all Destroy it?

#fucktrump 
#iran
#china
#russia https://t.co/A76W09OyAu",1,0,0,0
998705473506263040,"Yea blame #ChinaJoe you ignorant stupid mother fucking @GOP #trump ball licking supporters.🤨#WallStreet and lazy as Fuck  #white people sold #America out .😉China shit #Vietnamese  goods on your shores ass fuck #AmericaFirst About 30 cargo #China,best guesstimate #NashvilleBomb https://t.co/IhYy72KrOP",0,0,0,0
17848498,#China grabbed 45000 sqkms of #India's land since 1962..Those #Hindus who subscribe to @RSSorg anti #Islam anti #Muslim ideology must now ask themselves whthr d  Chinese wud hv dared pinch our land had #Hindutva not scared Muslims into making #Pakistan?,0,0,0,0
903217255,The Chinese really fucked us up! #ChineseWuhanVirus #China #fuckchina #COVID2019uk #Covid_19,1,1,1,1
17848498,Now #Hindutva #terrorists hv started shooting at #Muslims..arrest #terrorist @Anurag_Office for instigating such acts of #terror. All thos #bastards who want to damage #India shud be arrested and sent to #China.,0,0,0,0
2380755230,"Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China
Fuck #China",1,1,1,1
22355311,"#China is the Problem! World forces have to join hands, sanction China. Block all the raw materials going into China. Impose heavy duties or even ban all imports from China. While we are fighting this #ChineseVirus  prepare the World for Manufacturing Shift from China. #ChinaLies",1,1,0,1
1008339275937648640,#China - Biggest problems of the world to FINISH once and for ALL - CCP fanatics !!ISLAMISTS fanatics !! Good Muslims and Chinese wake up !,1,0,0,0
872562827680071680,R u READING @WHO #WHO #WorldHealthDay #Lockdown3 #ChinaLiedPeopleDied #China #BioWeapon @UN @UNHumanRights is it STILL not Time to take STIRCT action against these monster people who just Eat ANYTHING and EVERYTHING n endanger human.What if this was done by some othr country? https://t.co/TTJ7Lx87yl,1,1,0,1
881604271,People oh #HongKong are born free they have lived free #india #Australia #canada #UnitedKingdom open doors to these people bring them in to your growth story . Fuck #china https://t.co/ShIAW7MdyA,1,1,1,1
837903776820379648,"#Pharmaceutical industry has to be #Atmanirbhar. Most of the APIs come from #China. This is how we have let #China infiltrate us gradually. Stop all #Chineseimports. They don't deserve us.

#ChinaGetOut #BanTikTokInIndia #Chinaapps",1,1,0,1
